hit-ratio,ndcq,window-size,epochs,sub-sample,negative-sampling-dist,embedding-size,negative-samples-size,learning-rate,mininum-count
0.0352760736196319,0.01635179622283676,3.0,5.0,1e-05,-0.5,50.0,5.0,0.025,5.0
0.06491499227202473,0.028532738474146592,3.0,5.0,1e-05,0.75,50.0,5.0,0.025,5.0
0.07733952049497293,0.03333966299965972,5.0,5.0,1e-05,-0.5,50.0,5.0,0.025,5.0
0.09605622803592347,0.042569645816917,7.0,5.0,1e-05,-0.5,50.0,5.0,0.025,5.0
0.09984338292873923,0.039482859981618115,9.0,5.0,1e-05,-0.5,50.0,5.0,0.025,5.0
0.10993740219092332,0.047730987251252674,7.0,5.0,1e-05,0.75,50.0,5.0,0.025,5.0
0.11071428571428571,0.04038176734338346,9.0,5.0,1e-05,0.75,50.0,5.0,0.025,5.0
0.11873040752351097,0.050909348179429444,5.0,5.0,1e-05,0.75,50.0,5.0,0.025,5.0
0.24896608767576509,0.10873470549906987,5.0,25.0,1e-05,-0.5,50.0,5.0,0.025,5.0
0.25311720698254364,0.1025764167646088,3.0,25.0,1e-05,-0.5,50.0,5.0,0.025,5.0
0.2597998331943286,0.10692738177725943,7.0,25.0,1e-05,-0.5,50.0,5.0,0.025,5.0
0.2627401837928154,0.10783206953823961,5.0,25.0,1e-05,0.75,50.0,5.0,0.025,5.0
0.26597510373443983,0.11409887477686415,9.0,100.0,1e-05,-0.5,50.0,5.0,0.025,5.0
0.26705250103348493,0.11323196067485475,9.0,5.0,0.1,-0.5,50.0,5.0,0.025,5.0
0.2681912681912682,0.1110903080521249,9.0,25.0,1e-05,-0.5,50.0,5.0,0.025,5.0
0.2713504417332772,0.1095047316264433,3.0,5.0,0.1,0.75,50.0,5.0,0.025,5.0
0.27605042016806725,0.11258596322683001,7.0,25.0,1e-05,0.75,50.0,5.0,0.025,5.0
0.2771693344566133,0.10971689343448111,7.0,100.0,1e-05,-0.5,50.0,5.0,0.025,5.0
0.277940560904144,0.11412061693889444,7.0,5.0,0.001,-0.5,50.0,5.0,0.025,5.0
0.2798821548821549,0.11328159137709641,9.0,25.0,1e-05,0.75,50.0,5.0,0.025,5.0
0.28223435531289376,0.11975596738168383,9.0,100.0,1e-05,0.75,50.0,5.0,0.025,5.0
0.28244592346089853,0.12142288336147812,3.0,25.0,1e-05,0.75,50.0,5.0,0.025,5.0
0.28409567771716326,0.11455297271084498,5.0,100.0,1e-05,0.75,50.0,5.0,0.025,5.0
0.28469301934398655,0.12250212180954761,3.0,5.0,0.1,-0.5,50.0,5.0,0.025,5.0
0.2868542629147417,0.11697981088076628,5.0,5.0,0.001,-0.5,50.0,5.0,0.025,5.0
0.28800675675675674,0.11605199579233874,3.0,100.0,1e-05,-0.5,50.0,5.0,0.025,5.0
0.28913134704154425,0.12343804879733553,3.0,5.0,0.001,-0.5,50.0,5.0,0.025,5.0
