hit-ratio,ndcq,window-size,epochs,sub-sample,negative-sampling-dist,embedding-size,negative-samples-size,learning-rate,mininum-count
0.2898062342038753,0.11846915255601856,3.0,100.0,1e-05,0.75,50.0,5.0,0.025,5.0
0.28983688833124216,0.12912082635968514,5.0,5.0,0.1,-0.5,50.0,5.0,0.025,5.0
0.2899283607248209,0.11522066214979565,7.0,100.0,1e-05,0.75,50.0,5.0,0.025,5.0
0.29357412851742964,0.12611806246337556,7.0,5.0,0.1,-0.5,50.0,5.0,0.025,5.0
0.29394449116904964,0.12092821264092128,9.0,5.0,0.001,-0.5,50.0,5.0,0.025,5.0
0.2946127946127946,0.12264890912203044,9.0,5.0,0.1,0.75,50.0,5.0,0.025,5.0
0.2950751252086811,0.1316017042135453,5.0,5.0,0.001,0.75,50.0,5.0,0.025,5.0
0.2954353338968724,0.11370914685038148,5.0,5.0,0.1,0.75,50.0,5.0,0.025,5.0
0.29648454044896233,0.12196542179748941,7.0,25.0,0.001,-0.5,50.0,5.0,0.025,5.0
0.298728813559322,0.12057205622373651,7.0,5.0,0.001,0.75,50.0,5.0,0.025,5.0
0.3005902192242833,0.12403075293895134,3.0,100.0,0.1,-0.5,50.0,5.0,0.025,5.0
0.30409110080134966,0.1267714443133447,5.0,100.0,1e-05,-0.5,50.0,5.0,0.025,5.0
0.305156382079459,0.12452769969091179,9.0,25.0,0.1,-0.5,50.0,5.0,0.025,5.0
0.30756159728122345,0.12205243186774047,5.0,100.0,0.1,-0.5,50.0,5.0,0.025,5.0
0.3083087304934627,0.126014601792008,7.0,100.0,0.001,0.75,50.0,5.0,0.025,5.0
0.3091216216216216,0.1262341727447064,9.0,100.0,0.001,-0.5,50.0,5.0,0.025,5.0
0.3105042016806723,0.13561347218983252,9.0,25.0,0.1,0.75,50.0,5.0,0.025,5.0
0.3112331081081081,0.12879776609677726,3.0,5.0,0.001,0.75,50.0,5.0,0.025,5.0
0.3116219667943806,0.12513654785978204,9.0,5.0,0.001,0.75,50.0,5.0,0.025,5.0
0.3127641589180051,0.13216523643478775,7.0,100.0,0.001,-0.5,50.0,5.0,0.025,5.0
0.31612627986348124,0.12826054021510155,5.0,25.0,0.1,-0.5,50.0,5.0,0.025,5.0
0.31616715913887716,0.12818476282776473,9.0,25.0,0.001,0.75,50.0,5.0,0.025,5.0
0.3196443691786621,0.13053194360937406,7.0,25.0,0.001,0.75,50.0,5.0,0.025,5.0
0.32001682085786376,0.13770791363459303,5.0,25.0,0.001,0.75,50.0,5.0,0.025,5.0
0.320659062103929,0.13434377802118788,5.0,100.0,0.001,0.75,50.0,5.0,0.025,5.0
0.32074671192193466,0.13075873275468936,5.0,25.0,0.001,-0.5,50.0,5.0,0.025,5.0
0.32126118449083935,0.1290673568893168,9.0,100.0,0.1,0.75,50.0,5.0,0.025,5.0
0.32161016949152543,0.13331771563486225,7.0,100.0,0.1,0.75,50.0,5.0,0.025,5.0
0.3222549432057215,0.13939564200041443,9.0,100.0,0.001,0.75,50.0,5.0,0.025,5.0
0.3232888506241929,0.1264288154510346,7.0,5.0,0.1,0.75,50.0,5.0,0.025,5.0
0.32333051563820797,0.137912718464034,5.0,100.0,0.001,-0.5,50.0,5.0,0.025,5.0
0.32349165596919127,0.12246967803830652,9.0,25.0,0.001,-0.5,50.0,5.0,0.025,5.0
0.3244613434727503,0.13222352510654906,5.0,25.0,0.1,0.75,50.0,5.0,0.025,5.0
0.325,0.13490387832659406,7.0,100.0,0.1,-0.5,50.0,5.0,0.025,5.0
0.3270042194092827,0.13483345808917097,3.0,100.0,0.1,0.75,50.0,5.0,0.025,5.0
0.32863247863247863,0.13294776346581286,3.0,25.0,0.001,-0.5,50.0,5.0,0.025,5.0
0.33035334184759474,0.13691889274194993,9.0,100.0,0.1,-0.5,50.0,5.0,0.025,5.0
0.3315033783783784,0.1368199274354756,3.0,100.0,0.001,-0.5,50.0,5.0,0.025,5.0
0.33319112627986347,0.1381322034371586,5.0,100.0,0.1,0.75,50.0,5.0,0.025,5.0
0.33319256756756754,0.14054254165494928,3.0,25.0,0.001,0.75,50.0,5.0,0.025,5.0
0.3348976109215017,0.13823043031044052,7.0,25.0,0.1,-0.5,50.0,5.0,0.025,5.0
0.33547008547008544,0.13537426991086973,7.0,25.0,0.1,0.75,50.0,5.0,0.025,5.0
0.33575705731394356,0.13136618175477635,3.0,100.0,0.001,0.75,50.0,5.0,0.025,5.0
0.33911939034716343,0.14528967695068262,3.0,25.0,0.1,-0.5,50.0,5.0,0.025,5.0
0.3539325842696629,0.1394849684143173,3.0,25.0,0.1,0.75,50.0,5.0,0.025,5.0
